Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[123]    0.0    0.00    0.00       1         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [123]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long) [121]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [28]
[124]    0.0    0.00    0.00       1         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [124]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long) [123]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [262]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [104]
[125]    0.0    0.00    0.00       1         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base() [125]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [122]
                0.00    0.00       1/1           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [263]
-----------------------------------------------
                0.00    0.00       1/1           std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [127]
[126]    0.0    0.00    0.00       1         std::uniform_int_distribution<int>::param_type::param_type(int, int) [126]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [25]
-----------------------------------------------
                0.00    0.00       1/1           generate_grid[abi:cxx11](int, int) [27]
[127]    0.0    0.00    0.00       1         std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [127]
                0.00    0.00       1/1           std::uniform_int_distribution<int>::param_type::param_type(int, int) [126]
-----------------------------------------------
                0.00    0.00       1/1           int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [46]
[128]    0.0    0.00    0.00       1         void std::_Construct<int>(int*) [128]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [25]
                0.00    0.00       1/2661        operator new(unsigned long, void*) [180]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::~vector() [118]
[129]    0.0    0.00    0.00       1         void std::_Destroy<RouteRequest*>(RouteRequest*, RouteRequest*) [129]
                0.00    0.00       1/130930728     std::__is_constant_evaluated() [25]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<RouteRequest*>(RouteRequest*, RouteRequest*) [260]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::~vector() [118]
[130]    0.0    0.00    0.00       1         std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::~_Vector_base() [130]
                0.00    0.00       1/2           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_deallocate(RouteRequest*, unsigned long) [119]
                0.00    0.00       1/1           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_Vector_impl::~_Vector_impl() [261]
-----------------------------------------------
                0.00    0.00  279952/279952      summarize_heatmap(std::vector<int, std::allocator<int> > const&, int, int) [26]
[137]    0.0    0.00    0.00  279952         std::array<int, 1201ul>::operator[](unsigned long) [137]
-----------------------------------------------
                0.00    0.00  196308/196308      bool __gnu_cxx::operator==<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [142]
[138]    0.0    0.00    0.00  196308         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [138]
-----------------------------------------------
                0.00    0.00  135202/135202      bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [146]
[139]    0.0    0.00    0.00  135202         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [139]
-----------------------------------------------
                0.00    0.00  135200/135200      int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [154]
[140]    0.0    0.00    0.00  135200         std::uniform_int_distribution<int>::param_type::a() const [140]
-----------------------------------------------
                0.00    0.00   67600/135200      summarize_heatmap(std::vector<int, std::allocator<int> > const&, int, int) [26]
                0.00    0.00   67600/135200      compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [4]
[141]    0.0    0.00    0.00  135200         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [141]
-----------------------------------------------
                0.00    0.00   30294/98154       checksum_label(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [70]
                0.00    0.00   67860/98154       std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [221]
[142]    0.0    0.00    0.00   98154         bool __gnu_cxx::operator==<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [142]
                0.00    0.00  196308/196308      __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [138]
-----------------------------------------------
                0.00    0.00   29094/96694       checksum_label(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [70]
                0.00    0.00   67600/96694       std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [221]
[143]    0.0    0.00    0.00   96694         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [143]
-----------------------------------------------
                0.00    0.00   29094/96694       checksum_label(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [70]
                0.00    0.00   67600/96694       bool __gnu_cxx::__ops::_Iter_equals_val<char const>::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [148]
[144]    0.0    0.00    0.00   96694         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [144]
-----------------------------------------------
                0.00    0.00       2/67604       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [68]
                0.00    0.00   67602/67604       compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [4]
[145]    0.0    0.00    0.00   67604         std::vector<int, std::allocator<int> >::size() const [145]
-----------------------------------------------
                0.00    0.00   67601/67601       compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [4]
[146]    0.0    0.00    0.00   67601         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [146]
                0.00    0.00  135202/135202      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [139]
-----------------------------------------------
                0.00    0.00   67600/67600       compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [4]
[147]    0.0    0.00    0.00   67600         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [147]
-----------------------------------------------
                0.00    0.00   67600/67600       std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [221]
[148]    0.0    0.00    0.00   67600         bool __gnu_cxx::__ops::_Iter_equals_val<char const>::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [148]
                0.00    0.00   67600/96694       __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [144]
-----------------------------------------------
                0.00    0.00   67600/67600       compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [4]
[149]    0.0    0.00    0.00   67600         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [149]
-----------------------------------------------
                0.00    0.00   67600/67600       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [154]
[150]    0.0    0.00    0.00   67600         std::uniform_int_distribution<int>::param_type::b() const [150]
-----------------------------------------------
                0.00    0.00   67600/67600       unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [152]
[151]    0.0    0.00    0.00   67600         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [151]
                0.00    0.00     109/109         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [227]
-----------------------------------------------
                0.00    0.00   67600/67600       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [154]
[152]    0.0    0.00    0.00   67600         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [152]
                0.00    0.00   67600/67600       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [151]
-----------------------------------------------
                0.00    0.00   67600/67600       generate_grid[abi:cxx11](int, int) [27]
[153]    0.0    0.00    0.00   67600         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [153]
                0.00    0.00   67600/67600       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [154]
-----------------------------------------------
                0.00    0.00   67600/67600       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [153]
[154]    0.0    0.00    0.00   67600         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [154]
                0.00    0.00  135200/135200      std::uniform_int_distribution<int>::param_type::a() const [140]
                0.00    0.00   67600/67600       std::uniform_int_distribution<int>::param_type::b() const [150]
                0.00    0.00   67600/67600       unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [152]
-----------------------------------------------
                0.00    0.00   67600/67600       generate_grid[abi:cxx11](int, int) [27]
[155]    0.0    0.00    0.00   67600         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) [155]
-----------------------------------------------
                0.00    0.00       1/43462       generate_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int) [53]
                0.00    0.00       1/43462       print_summary(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RunSummary const&, HeatmapSummary const&, CongestionSummary const&, int, double) [92]
                0.00    0.00    1200/43462       shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00    1460/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::end() const [83]
                0.00    0.00    2400/43462       next_open_cell(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int&) [54]
                0.00    0.00    6000/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [51]
                0.00    0.00   10800/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_check_length(unsigned long, unsigned long, char const*) const [165]
                0.00    0.00   21600/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [50]
[156]    0.0    0.00    0.00   43462         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [156]
-----------------------------------------------
                0.00    0.00   20661/20661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [60]
[157]    0.0    0.00    0.00   20661         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [157]
                0.00    0.00   20661/20661       std::__ptr_traits_ptr_to<char const*, char const, false>::pointer_to(char const&) [158]
-----------------------------------------------
                0.00    0.00   20661/20661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [157]
[158]    0.0    0.00    0.00   20661         std::__ptr_traits_ptr_to<char const*, char const, false>::pointer_to(char const&) [158]
                0.00    0.00   20661/20661       char const* std::addressof<char const>(char const&) [160]
-----------------------------------------------
                0.00    0.00   20661/20661       char const* std::addressof<char const>(char const&) [160]
[159]    0.0    0.00    0.00   20661         char const* std::__addressof<char const>(char const&) [159]
-----------------------------------------------
                0.00    0.00   20661/20661       std::__ptr_traits_ptr_to<char const*, char const, false>::pointer_to(char const&) [158]
[160]    0.0    0.00    0.00   20661         char const* std::addressof<char const>(char const&) [160]
                0.00    0.00   20661/20661       char const* std::__addressof<char const>(char const&) [159]
-----------------------------------------------
                0.00    0.00   18261/18261       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [55]
[161]    0.0    0.00    0.00   18261         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [161]
-----------------------------------------------
                0.00    0.00     260/13721       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [90]
                0.00    0.00   13461/13721       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [163]
[162]    0.0    0.00    0.00   13721         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() const [162]
-----------------------------------------------
                0.00    0.00    2661/13461       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [95]
                0.00    0.00   10800/13461       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_check_length(unsigned long, unsigned long, char const*) const [165]
[163]    0.0    0.00    0.00   13461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [163]
                0.00    0.00   13461/13721       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() const [162]
-----------------------------------------------
                0.00    0.00   12288/12288       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [175]
[164]    0.0    0.00    0.00   12288         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [164]
-----------------------------------------------
                0.00    0.00    4800/10800       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*) [58]
                0.00    0.00    6000/10800       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*, unsigned long) [56]
[165]    0.0    0.00    0.00   10800         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_check_length(unsigned long, unsigned long, char const*) const [165]
                0.00    0.00   10800/13461       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [163]
                0.00    0.00   10800/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [156]
-----------------------------------------------
                0.00    0.00       1/8200        std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [44]
                0.00    0.00       1/8200        std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [40]
                0.00    0.00       2/8200        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [68]
                0.00    0.00       4/8200        std::vector<int, std::allocator<int> >::~vector() [110]
                0.00    0.00    8192/8200        std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [85]
[166]    0.0    0.00    0.00    8200         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [166]
-----------------------------------------------
                0.00    0.00    7461/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [169]
[167]    0.0    0.00    0.00    7461         std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&) [167]
                0.00    0.00    7461/7461        char* std::addressof<char>(char&) [171]
-----------------------------------------------
                0.00    0.00    7461/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [63]
[168]    0.0    0.00    0.00    7461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [168]
-----------------------------------------------
                0.00    0.00     260/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [90]
                0.00    0.00    1200/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [35]
                0.00    0.00    6001/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [34]
[169]    0.0    0.00    0.00    7461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [169]
                0.00    0.00    7461/7461        std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&) [167]
-----------------------------------------------
                0.00    0.00    7461/7461        char* std::addressof<char>(char&) [171]
[170]    0.0    0.00    0.00    7461         char* std::__addressof<char>(char&) [170]
-----------------------------------------------
                0.00    0.00    7461/7461        std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&) [167]
[171]    0.0    0.00    0.00    7461         char* std::addressof<char>(char&) [171]
                0.00    0.00    7461/7461        char* std::__addressof<char>(char&) [170]
-----------------------------------------------
                0.00    0.00    1200/7201        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [35]
                0.00    0.00    6001/7201        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [34]
[172]    0.0    0.00    0.00    7201         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&) [172]
-----------------------------------------------
                0.00    0.00    6000/6000        std::__cxx11::to_string(int) [32]
[173]    0.0    0.00    0.00    6000         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [173]
-----------------------------------------------
                0.00    0.00    6000/6000        std::__cxx11::to_string(int) [32]
[174]    0.0    0.00    0.00    6000         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [174]
-----------------------------------------------
                0.00    0.00    4096/4096        std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [85]
[175]    0.0    0.00    0.00    4096         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [175]
                0.00    0.00   12288/12288       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [164]
-----------------------------------------------
