Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00    6001/6001        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [34]
[33]     0.1    0.00    0.00    6001         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [33]
                0.00    0.00    6000/8407        std::is_constant_evaluated() [29]
                0.00    0.00    6001/18261       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [55]
                0.00    0.00    6001/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [21]
                0.00    0.00    6001/6001        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_assign(char*, unsigned long, char) [73]
                0.00    0.00       1/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [95]
                0.00    0.00       1/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [187]
                0.00    0.00       1/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [186]
-----------------------------------------------
                0.00    0.00       1/6001        generate_grid[abi:cxx11](int, int) [27]
                0.00    0.00    6000/6001        std::__cxx11::to_string(int) [32]
[34]     0.1    0.00    0.00    6001         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [34]
                0.00    0.00    6001/6001        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [33]
                0.00    0.00    6001/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [169]
                0.00    0.00    6001/7201        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&) [172]
-----------------------------------------------
                0.00    0.00    1200/1200        format_route_label[abi:cxx11](RouteRequest const&, int) [31]
[35]     0.0    0.00    0.00    1200         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [35]
                0.00    0.00    1200/1200        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [36]
                0.00    0.00    1200/6000        std::char_traits<char>::length(char const*) [74]
                0.00    0.00    1200/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [169]
                0.00    0.00    1200/7201        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&) [172]
-----------------------------------------------
                0.00    0.00    1200/1200        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [35]
[36]     0.0    0.00    0.00    1200         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [36]
                0.00    0.00    1200/8407        std::is_constant_evaluated() [29]
                0.00    0.00    1200/18261       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [55]
                0.00    0.00    1200/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [21]
                0.00    0.00    1200/1200        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*) [101]
                0.00    0.00    1200/1200        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [207]
                0.00    0.00    1200/1200        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard() [208]
-----------------------------------------------
                0.00    0.00       2/2           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [38]
[37]     0.0    0.00    0.00       2         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [37]
                0.00    0.00       2/1202        void std::__fill_a<int*, int>(int*, int*, int const&) [19]
-----------------------------------------------
                0.00    0.00       1/2           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [47]
                0.00    0.00       1/2           int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [46]
[38]     0.0    0.00    0.00       2         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [38]
                0.00    0.00       2/2           int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [37]
                0.00    0.00       2/1202        std::__size_to_integer(unsigned long) [189]
-----------------------------------------------
                0.00    0.00       1/1           compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [4]
[39]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [39]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [40]
                0.00    0.00       1/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [114]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [252]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [39]
[40]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [40]
                0.00    0.00       1/1           int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [43]
                0.00    0.00       1/8200        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [166]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[41]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [41]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [44]
                0.00    0.00       1/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [114]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [252]
-----------------------------------------------
                0.00    0.00       1/1           int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [43]
[42]     0.0    0.00    0.00       1         int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [42]
                0.00    0.00       1/1           int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [46]
                0.00    0.00       1/8407        std::is_constant_evaluated() [29]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [40]
[43]     0.0    0.00    0.00       1         int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [43]
                0.00    0.00       1/1           int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [42]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [41]
[44]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [44]
                0.00    0.00       1/1           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [45]
                0.00    0.00       1/8200        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [166]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [44]
[45]     0.0    0.00    0.00       1         int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [45]
                0.00    0.00       1/1           int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [48]
                0.00    0.00       1/8407        std::is_constant_evaluated() [29]
-----------------------------------------------
                0.00    0.00       1/1           int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [42]
[46]     0.0    0.00    0.00       1         int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [46]
                0.00    0.00       1/2           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [38]
                0.00    0.00       1/1           void std::_Construct<int>(int*) [128]
                0.00    0.00       1/1           int* std::__addressof<int>(int&) [284]
-----------------------------------------------
                0.00    0.00       1/1           int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [48]
[47]     0.0    0.00    0.00       1         int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [47]
                0.00    0.00       1/2           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [38]
-----------------------------------------------
                0.00    0.00       1/1           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [45]
[48]     0.0    0.00    0.00       1         int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [48]
                0.00    0.00       1/1           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [47]
-----------------------------------------------
                0.00    0.00    6000/73600       std::__cxx11::to_string(int) [32]
                0.00    0.00   67600/73600       generate_grid[abi:cxx11](int, int) [27]
[49]     0.0    0.00    0.00   73600         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator[](unsigned long) [49]
                0.00    0.00   73600/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [21]
                0.00    0.00   73600/130930728     std::__is_constant_evaluated() [25]
-----------------------------------------------
                0.00    0.00    4800/10800       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*) [58]
                0.00    0.00    6000/10800       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*, unsigned long) [56]
[50]     0.0    0.00    0.00   10800         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [50]
                0.00    0.00   10800/18261       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [55]
                0.00    0.00   10800/12000       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [61]
                0.00    0.00    9600/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [21]
                0.00    0.00    1200/1200        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [65]
                0.00    0.00    9600/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [66]
                0.00    0.00   21600/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [156]
-----------------------------------------------
                0.00    0.00    6000/6000        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [52]
[51]     0.0    0.00    0.00    6000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [51]
                0.00    0.00    6000/6000        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*, unsigned long) [56]
                0.00    0.00    6000/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [21]
                0.00    0.00    6000/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [156]
-----------------------------------------------
                0.00    0.00    6000/6000        format_route_label[abi:cxx11](RouteRequest const&, int) [31]
[52]     0.0    0.00    0.00    6000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [52]
                0.00    0.00    6000/6000        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [51]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[53]     0.0    0.00    0.00       1         generate_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int) [53]
                0.00    0.00    2400/2400        next_open_cell(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int&) [54]
                0.00    0.00       1/130804910     std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) const [17]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::reserve(unsigned long) [117]
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::push_back(RouteRequest&&) [201]
                0.00    0.00       1/3602        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const [176]
                0.00    0.00       1/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [156]
-----------------------------------------------
                0.00    0.00    2400/2400        generate_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int) [53]
[54]     0.0    0.00    0.00    2400         next_open_cell(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int&) [54]
                0.00    0.00    4352/4352        is_open(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int, int) [57]
                0.00    0.00    2400/130804910     std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) const [17]
                0.00    0.00    2400/3602        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const [176]
                0.00    0.00    2400/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [156]
-----------------------------------------------
                0.00    0.00     260/18261       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [91]
                0.00    0.00    1200/18261       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [36]
                0.00    0.00    6001/18261       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [33]
                0.00    0.00   10800/18261       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [50]
[55]     0.0    0.00    0.00   18261         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [55]
                0.00    0.00   18261/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [21]
                0.00    0.00   18261/22301       std::char_traits<char>::assign(char&, char const&) [64]
                0.00    0.00   18261/18261       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [161]
-----------------------------------------------
                0.00    0.00    6000/6000        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [51]
[56]     0.0    0.00    0.00    6000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*, unsigned long) [56]
                0.00    0.00    6000/10800       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [50]
                0.00    0.00    6000/10800       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_check_length(unsigned long, unsigned long, char const*) const [165]
-----------------------------------------------
                0.00    0.00    4352/4352        next_open_cell(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int&) [54]
[57]     0.0    0.00    0.00    4352         is_open(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int, int) [57]
                0.00    0.00    4352/130801308     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator[](unsigned long) const [16]
                0.00    0.00    4352/130804910     std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) const [17]
-----------------------------------------------
                0.00    0.00    4800/4800        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(char const*) [59]
[58]     0.0    0.00    0.00    4800         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*) [58]
                0.00    0.00    4800/10800       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [50]
                0.00    0.00    4800/6000        std::char_traits<char>::length(char const*) [74]
                0.00    0.00    4800/10800       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_check_length(unsigned long, unsigned long, char const*) const [165]
-----------------------------------------------
                0.00    0.00    4800/4800        format_route_label[abi:cxx11](RouteRequest const&, int) [31]
[59]     0.0    0.00    0.00    4800         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(char const*) [59]
                0.00    0.00    4800/4800        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*) [58]
-----------------------------------------------
                0.00    0.00    8661/20661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [62]
                0.00    0.00   12000/20661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [61]
[60]     0.0    0.00    0.00   20661         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [60]
                0.00    0.00   20661/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [21]
                0.00    0.00   20661/20661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [157]
-----------------------------------------------
                0.00    0.00    1200/12000       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [65]
                0.00    0.00   10800/12000       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [50]
[61]     0.0    0.00    0.00   12000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [61]
                0.00    0.00   12000/20661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [60]
-----------------------------------------------
                0.00    0.00    1200/8661        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [65]
                0.00    0.00    7461/8661        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [63]
[62]     0.0    0.00    0.00    8661         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [62]
                0.00    0.00    8661/20661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [60]
                0.00    0.00    1461/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [76]
-----------------------------------------------
                0.00    0.00       1/7461        generate_grid[abi:cxx11](int, int) [27]
                0.00    0.00     260/7461        void std::destroy_at<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [106]
                0.00    0.00    1200/7461        run_all_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<RouteRequest, std::allocator<RouteRequest> > const&, std::vector<int, std::allocator<int> >&) [2]
                0.00    0.00    6000/7461        format_route_label[abi:cxx11](RouteRequest const&, int) [31]
[63]     0.0    0.00    0.00    7461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [63]
                0.00    0.00    7461/8661        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [62]
                0.00    0.00    7461/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [168]
-----------------------------------------------
                0.00    0.00     220/22301       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_assign(char*, unsigned long, char) [73]
                0.00    0.00    3820/22301       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [66]
                0.00    0.00   18261/22301       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [55]
[64]     0.0    0.00    0.00   22301         std::char_traits<char>::assign(char&, char const&) [64]
                0.00    0.00   22301/130930728     std::__is_constant_evaluated() [25]
-----------------------------------------------
                0.00    0.00    1200/1200        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [50]
[65]     0.0    0.00    0.00    1200         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [65]
                0.00    0.00    1200/8661        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [62]
                0.00    0.00    1200/12000       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [61]
                0.00    0.00    1200/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [21]
                0.00    0.00    2400/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [66]
                0.00    0.00    1200/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [95]
                0.00    0.00    2400/2660        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [181]
                0.00    0.00    1200/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [187]
                0.00    0.00    1200/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [186]
-----------------------------------------------
                0.00    0.00     260/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) [109]
                0.00    0.00    1200/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*) [101]
                0.00    0.00    2400/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [65]
                0.00    0.00    9600/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [50]
[66]     0.0    0.00    0.00   13460         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [66]
                0.00    0.00    9640/9640        std::char_traits<char>::copy(char*, char const*, unsigned long) [67]
                0.00    0.00    3820/22301       std::char_traits<char>::assign(char&, char const&) [64]
-----------------------------------------------
                0.00    0.00    9640/9640        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [66]
[67]     0.0    0.00    0.00    9640         std::char_traits<char>::copy(char*, char const*, unsigned long) [67]
                0.00    0.00    9640/130930728     std::__is_constant_evaluated() [25]
-----------------------------------------------
                0.00    0.00       2/2           compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [4]
[68]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [68]
                0.00    0.00       2/2           int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [69]
                0.00    0.00       2/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [114]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [242]
                0.00    0.00       2/67604       std::vector<int, std::allocator<int> >::size() const [145]
                0.00    0.00       2/8200        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [166]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::end() const [246]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::begin() const [247]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [68]
[69]     0.0    0.00    0.00       2         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [69]
                0.00    0.00       2/8407        std::is_constant_evaluated() [29]
                0.00    0.00       2/2           int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [81]
-----------------------------------------------
                0.00    0.00    1200/1200        run_all_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<RouteRequest, std::allocator<RouteRequest> > const&, std::vector<int, std::allocator<int> >&) [2]
[70]     0.0    0.00    0.00    1200         checksum_label(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [70]
                0.00    0.00    1200/1460        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::begin() const [84]
                0.00    0.00    1200/1460        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::end() const [83]
